PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,Title,OtherName,OtherNameExists,AgeBin,TicketPrefix,TicketNo,FareBin,CabinLevel,CabinQty,NoCabin
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,E34,C,Spedden,Mrs,Margaretta Corning Stone,TRUE,16,NA,16966,20,E,1,FALSE
321,0,3,"Dennis, Mr. Samuel",male,22,0,0,A/5 21172,7.25,NA,S,Dennis,Mr,NA,FALSE,7,A/5,21172,2,NA,NA,TRUE
322,0,3,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,NA,S,Danoff,Mr,NA,FALSE,10,NA,349219,5,NA,NA,TRUE
323,1,2,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,NA,Q,Slayter,Miss,NA,FALSE,12,NA,234818,9,NA,NA,TRUE
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,NA,S,Caldwell,Mrs,Sylvia Mae Harbaugh,TRUE,7,NA,248738,15,NA,NA,TRUE
325,0,3,"Sage, Mr. George John Jr",male,NA,8,2,CA. 2343,69.55,NA,S,Sage,Mr,NA,FALSE,NA,CA,2343,18,NA,NA,TRUE
326,1,1,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C32,C,Young,Miss,NA,FALSE,15,PC,17760,20,C,1,FALSE
327,0,3,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,NA,S,Nysveen,Mr,NA,FALSE,20,NA,345364,1,NA,NA,TRUE
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,S,Ball,Mrs,Ada E Hall,TRUE,15,NA,28551,10,D,0,FALSE
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,363291,20.525,NA,S,Goldsmith,Mrs,Emily Alice Brown,TRUE,12,NA,363291,12,NA,NA,TRUE
330,1,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,C,Hippach,Miss,NA,FALSE,3,NA,111361,18,B,1,FALSE
331,1,3,"McCoy, Miss. Agnes",female,NA,2,0,367226,23.25,NA,Q,McCoy,Miss,NA,FALSE,NA,NA,367226,13,NA,NA,TRUE
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,Partner,Mr,NA,FALSE,18,NA,113043,15,C,1,FALSE
333,0,1,"Graham, Mr. George Edward",male,38,0,1,PC 17582,153.4625,C91,S,Graham,Mr,NA,FALSE,16,PC,17582,20,C,1,FALSE
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18,NA,S,Vander Planke,Mr,NA,FALSE,3,NA,345764,12,NA,NA,TRUE
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,NA,1,0,PC 17611,133.65,NA,S,Frauenthal,Mrs,Clara Heinsheimer,TRUE,NA,PC,17611,20,NA,NA,TRUE
336,0,3,"Denkoff, Mr. Mitto",male,NA,0,0,349225,7.8958,NA,S,Denkoff,Mr,NA,FALSE,NA,NA,349225,5,NA,NA,TRUE
337,0,1,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,S,Pears,Mr,NA,FALSE,11,NA,113776,18,C,1,FALSE
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,E40,C,Burns,Miss,NA,FALSE,17,NA,16966,20,E,1,FALSE
339,1,3,"Dahl, Mr. Karl Edwart",male,45,0,0,7598,8.05,NA,S,Dahl,Mr,NA,FALSE,18,NA,7598,7,NA,NA,TRUE
340,0,1,"Blackwell, Mr. Stephen Weart",male,45,0,0,113784,35.5,T,S,Blackwell,Mr,NA,FALSE,18,NA,113784,16,T,0,FALSE
341,1,2,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,S,Navratil,Master,NA,FALSE,1,NA,230080,14,F,1,FALSE
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,263,C23 C25 C27,S,Fortune,Miss,NA,FALSE,8,NA,19950,20,C,3,FALSE
343,0,2,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,NA,S,Collander,Mr,NA,FALSE,11,NA,248740,10,NA,NA,TRUE
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13,NA,S,Sedgwick,Mr,NA,FALSE,9,NA,244361,10,NA,NA,TRUE
345,0,2,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13,NA,S,Fox,Mr,NA,FALSE,15,NA,229236,10,NA,NA,TRUE
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13,F33,S,Brown,Miss,NA,FALSE,8,NA,248733,10,F,1,FALSE
347,1,2,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,NA,S,Smith,Miss,NA,FALSE,16,NA,31418,10,NA,NA,TRUE
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,NA,1,0,386525,16.1,NA,S,Davison,Mrs,Mary E Finck,TRUE,NA,NA,386525,12,NA,NA,TRUE
349,1,3,"Coutts, Master. William Loch ""William""",male,3,1,1,C.A. 37671,15.9,NA,S,Coutts,Master,NA,FALSE,1,CA,37671,11,NA,NA,TRUE
350,0,3,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,NA,S,Dimic,Mr,NA,FALSE,17,NA,315088,7,NA,NA,TRUE
351,0,3,"Odahl, Mr. Nils Martin",male,23,0,0,7267,9.225,NA,S,Odahl,Mr,NA,FALSE,7,NA,7267,8,NA,NA,TRUE
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,NA,0,0,113510,35,C128,S,Williams-Lambert,Mr,NA,FALSE,NA,NA,113510,16,C,1,FALSE
353,0,3,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,NA,C,Elias,Mr,NA,FALSE,3,NA,2695,2,NA,NA,TRUE
354,0,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,NA,S,Arnold-Franchi,Mr,NA,FALSE,9,NA,349237,12,NA,NA,TRUE
355,0,3,"Yousif, Mr. Wazli",male,NA,0,0,2647,7.225,NA,C,Yousif,Mr,NA,FALSE,NA,NA,2647,2,NA,NA,TRUE
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,NA,S,Vanden Steen,Mr,NA,FALSE,11,NA,345783,8,NA,NA,TRUE
357,1,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,55,E33,S,Bowerman,Miss,NA,FALSE,7,NA,113505,17,E,1,FALSE
358,0,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,NA,S,Funk,Miss,NA,FALSE,16,NA,237671,10,NA,NA,TRUE
359,1,3,"McGovern, Miss. Mary",female,NA,0,0,330931,7.8792,NA,Q,McGovern,Miss,NA,FALSE,NA,NA,330931,5,NA,NA,TRUE
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,NA,0,0,330980,7.8792,NA,Q,Mockler,Miss,NA,FALSE,NA,NA,330980,5,NA,NA,TRUE
361,0,3,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,NA,S,Skoog,Mr,NA,FALSE,16,NA,347088,15,NA,NA,TRUE
362,0,2,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,NA,C,del Carlo,Mr,NA,FALSE,11,SC/PARIS,2167,15,NA,NA,TRUE
363,0,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,NA,C,Barbara,Mrs,Catherine David,TRUE,18,NA,2691,11,NA,NA,TRUE
364,0,3,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,NA,S,Asim,Mr,NA,FALSE,14,SOTON/OQ,3101310,1,NA,NA,TRUE
365,0,3,"O'Brien, Mr. Thomas",male,NA,1,0,370365,15.5,NA,Q,O'Brien,Mr,NA,FALSE,NA,NA,370365,11,NA,NA,TRUE
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,NA,S,Adahl,Mr,NA,FALSE,12,C,7076,2,NA,NA,TRUE
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,C,Warren,Mrs,Anna Sophia Atkinson,TRUE,20,NA,110813,18,D,1,FALSE
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,NA,0,0,2626,7.2292,NA,C,Moussa,Mrs,Mantoura Boulos,TRUE,NA,NA,2626,2,NA,NA,TRUE
369,1,3,"Jermyn, Miss. Annie",female,NA,0,0,14313,7.75,NA,Q,Jermyn,Miss,NA,FALSE,NA,NA,14313,4,NA,NA,TRUE
370,1,1,"Aubart, Mme. Leontine Pauline",female,24,0,0,PC 17477,69.3,B35,C,Aubart,Mme,NA,FALSE,8,PC,17477,18,B,1,FALSE
371,1,1,"Harder, Mr. George Achilles",male,25,1,0,11765,55.4417,E50,C,Harder,Mr,NA,FALSE,9,NA,11765,17,E,1,FALSE
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,NA,S,Wiklund,Mr,NA,FALSE,4,NA,3101267,1,NA,NA,TRUE
373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,NA,S,Beavan,Mr,NA,FALSE,5,NA,323951,7,NA,NA,TRUE
374,0,1,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,NA,C,Ringhini,Mr,NA,FALSE,7,PC,17760,20,NA,NA,TRUE
375,0,3,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,NA,S,Palsson,Miss,NA,FALSE,1,NA,349909,12,NA,NA,TRUE
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,NA,1,0,PC 17604,82.1708,NA,C,Meyer,Mrs,Leila Saks,TRUE,NA,PC,17604,19,NA,NA,TRUE
377,1,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,7.25,NA,S,Landergren,Miss,NA,FALSE,7,C,7077,2,NA,NA,TRUE
378,0,1,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,C,Widener,Mr,NA,FALSE,10,NA,113503,20,C,1,FALSE
379,0,3,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,NA,C,Betros,Mr,NA,FALSE,5,NA,2648,1,NA,NA,TRUE
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,NA,S,Gustafsson,Mr,NA,FALSE,5,NA,347069,4,NA,NA,TRUE
381,1,1,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,227.525,NA,C,Bidois,Miss,NA,FALSE,17,PC,17757,20,NA,NA,TRUE
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,2653,15.7417,NA,C,Nakid,Miss,"""Mary""",TRUE,1,NA,2653,11,NA,NA,TRUE
383,0,3,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,NA,S,Tikkanen,Mr,NA,FALSE,13,STON/O 2,3101293,6,NA,NA,TRUE
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52,NA,S,Holverson,Mrs,Mary Aline Towner,TRUE,14,NA,113789,17,NA,NA,TRUE
385,0,3,"Plotcharsky, Mr. Vasil",male,NA,0,0,349227,7.8958,NA,S,Plotcharsky,Mr,NA,FALSE,NA,NA,349227,5,NA,NA,TRUE
386,0,2,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,NA,S,Davies,Mr,NA,FALSE,4,SOC,14879,18,NA,NA,TRUE
387,0,3,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,NA,S,Goodwin,Master,NA,FALSE,1,CA,2144,17,NA,NA,TRUE
388,1,2,"Buss, Miss. Kate",female,36,0,0,27849,13,NA,S,Buss,Miss,NA,FALSE,15,NA,27849,10,NA,NA,TRUE
389,0,3,"Sadlier, Mr. Matthew",male,NA,0,0,367655,7.7292,NA,Q,Sadlier,Mr,NA,FALSE,NA,NA,367655,3,NA,NA,TRUE
390,1,2,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,12,NA,C,Lehmann,Miss,NA,FALSE,4,SC,1748,9,NA,NA,TRUE
391,1,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,S,Carter,Mr,NA,FALSE,15,NA,113760,20,B,2,FALSE
392,1,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,NA,S,Jansson,Mr,NA,FALSE,6,NA,350034,4,NA,NA,TRUE
393,0,3,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,7.925,NA,S,Gustafsson,Mr,NA,FALSE,11,NA,3101277,6,NA,NA,TRUE
394,1,1,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,C,Newell,Miss,NA,FALSE,7,NA,35273,20,D,1,FALSE
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,16.7,G6,S,Sandstrom,Mrs,Agnes Charlotta Bengtsson,TRUE,8,PP,9549,12,G,1,FALSE
396,0,3,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,NA,S,Johansson,Mr,NA,FALSE,7,NA,350052,4,NA,NA,TRUE
397,0,3,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,NA,S,Olsson,Miss,NA,FALSE,12,NA,350407,5,NA,NA,TRUE
398,0,2,"McKane, Mr. Peter David",male,46,0,0,28403,26,NA,S,McKane,Mr,NA,FALSE,18,NA,28403,14,NA,NA,TRUE
399,0,2,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,NA,S,Pain,Dr,NA,FALSE,7,NA,244278,9,NA,NA,TRUE
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,12.65,NA,S,Trout,Mrs,Jessie L,TRUE,11,NA,240929,9,NA,NA,TRUE
401,1,3,"Niskanen, Mr. Juha",male,39,0,0,STON/O 2. 3101289,7.925,NA,S,Niskanen,Mr,NA,FALSE,16,STON/O 2,3101289,6,NA,NA,TRUE
402,0,3,"Adams, Mr. John",male,26,0,0,341826,8.05,NA,S,Adams,Mr,NA,FALSE,9,NA,341826,7,NA,NA,TRUE
403,0,3,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,NA,S,Jussila,Miss,NA,FALSE,6,NA,4137,8,NA,NA,TRUE
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,NA,S,Hakkarainen,Mr,NA,FALSE,11,STON/O2,3101279,11,NA,NA,TRUE
405,0,3,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,NA,S,Oreskovic,Miss,NA,FALSE,5,NA,315096,7,NA,NA,TRUE
406,0,2,"Gale, Mr. Shadrach",male,34,1,0,28664,21,NA,S,Gale,Mr,NA,FALSE,14,NA,28664,12,NA,NA,TRUE
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,NA,S,Widegren,Mr,NA,FALSE,19,NA,347064,4,NA,NA,TRUE
408,1,2,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,NA,S,Richards,Master,NA,FALSE,1,NA,29106,12,NA,NA,TRUE
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,NA,S,Birkeland,Mr,NA,FALSE,6,NA,312992,4,NA,NA,TRUE
410,0,3,"Lefebre, Miss. Ida",female,NA,3,1,4133,25.4667,NA,S,Lefebre,Miss,NA,FALSE,NA,NA,4133,13,NA,NA,TRUE
411,0,3,"Sdycoff, Mr. Todor",male,NA,0,0,349222,7.8958,NA,S,Sdycoff,Mr,NA,FALSE,NA,NA,349222,5,NA,NA,TRUE
412,0,3,"Hart, Mr. Henry",male,NA,0,0,394140,6.8583,NA,Q,Hart,Mr,NA,FALSE,NA,NA,394140,1,NA,NA,TRUE
413,1,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,90,C78,Q,Minahan,Miss,NA,FALSE,13,NA,19928,19,C,1,FALSE
414,0,2,"Cunningham, Mr. Alfred Fleming",male,NA,0,0,239853,0,NA,S,Cunningham,Mr,NA,FALSE,NA,NA,239853,1,NA,NA,TRUE
415,1,3,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,7.925,NA,S,Sundman,Mr,NA,FALSE,17,STON/O 2,3101269,6,NA,NA,TRUE
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,NA,0,0,343095,8.05,NA,S,Meek,Mrs,Annie Louise Rowley,TRUE,NA,NA,343095,7,NA,NA,TRUE
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,NA,S,Drew,Mrs,Lulu Thorne Christian,TRUE,14,NA,28220,16,NA,NA,TRUE
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,NA,S,Silven,Miss,NA,FALSE,4,NA,250652,10,NA,NA,TRUE
419,0,2,"Matthews, Mr. William John",male,30,0,0,28228,13,NA,S,Matthews,Mr,NA,FALSE,12,NA,28228,10,NA,NA,TRUE
420,0,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,NA,S,Van Impe,Miss,NA,FALSE,2,NA,345773,13,NA,NA,TRUE
421,0,3,"Gheorgheff, Mr. Stanio",male,NA,0,0,349254,7.8958,NA,C,Gheorgheff,Mr,NA,FALSE,NA,NA,349254,5,NA,NA,TRUE
422,0,3,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,NA,Q,Charters,Mr,NA,FALSE,6,A/5,13032,3,NA,NA,TRUE
423,0,3,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,NA,S,Zimmerman,Mr,NA,FALSE,11,NA,315082,5,NA,NA,TRUE
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,NA,S,Danbom,Mrs,Anna Sigrid Maria Brogren,TRUE,11,NA,347080,10,NA,NA,TRUE
425,0,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,NA,S,Rosblom,Mr,NA,FALSE,4,NA,370129,12,NA,NA,TRUE
426,0,3,"Wiseman, Mr. Phillippe",male,NA,0,0,A/4. 34244,7.25,NA,S,Wiseman,Mr,NA,FALSE,NA,A/4,34244,2,NA,NA,TRUE
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,26,NA,S,Clarke,Mrs,Ada Maria Winfield,TRUE,11,NA,2003,14,NA,NA,TRUE
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26,NA,S,Phillips,Miss,"""Mrs Kate Louise Phillips Marshall""",TRUE,5,NA,250655,14,NA,NA,TRUE
429,0,3,"Flynn, Mr. James",male,NA,0,0,364851,7.75,NA,Q,Flynn,Mr,NA,FALSE,NA,NA,364851,4,NA,NA,TRUE
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,Pickard,Mr,Berk Trembisky,TRUE,13,SOTON/OQ,392078,7,E,1,FALSE
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,26.55,C52,S,Bjornstrom-Steffansson,Mr,NA,FALSE,11,NA,110564,14,C,1,FALSE
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,NA,1,0,376564,16.1,NA,S,Thorneycroft,Mrs,Florence Kate White,TRUE,NA,NA,376564,12,NA,NA,TRUE
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,26,NA,S,Louch,Mrs,Alice Adelaide Slow,TRUE,17,SC/AH,3085,14,NA,NA,TRUE
434,0,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,NA,S,Kallio,Mr,NA,FALSE,4,STON/O 2,3101274,1,NA,NA,TRUE
435,0,1,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,S,Silvey,Mr,NA,FALSE,19,NA,13507,17,E,1,FALSE
436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,S,Carter,Miss,NA,FALSE,3,NA,113760,20,B,2,FALSE
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,NA,S,Ford,Miss,NA,FALSE,6,W/C,6608,16,NA,NA,TRUE
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,NA,S,Richards,Mrs,Emily Hocking,TRUE,8,NA,29106,12,NA,NA,TRUE
439,0,1,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,S,Fortune,Mr,NA,FALSE,20,NA,19950,20,C,3,FALSE
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,NA,S,Kvillner,Mr,NA,FALSE,12,CA,18723,9,NA,NA,TRUE
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,26.25,NA,S,Hart,Mrs,Esther Ada Bloomfield,TRUE,18,FCC,13529,14,NA,NA,TRUE
442,0,3,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,NA,S,Hampe,Mr,NA,FALSE,5,NA,345769,8,NA,NA,TRUE
443,0,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,NA,S,Petterson,Mr,NA,FALSE,9,NA,347076,4,NA,NA,TRUE
444,1,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13,NA,S,Reynaldo,Ms,NA,FALSE,11,NA,230434,10,NA,NA,TRUE
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,NA,0,0,65306,8.1125,NA,S,Johannesen-Bratthammer,Mr,NA,FALSE,NA,NA,65306,7,NA,NA,TRUE
446,1,1,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,A34,S,Dodge,Master,NA,FALSE,2,NA,33638,19,A,1,FALSE
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,NA,S,Mellinger,Miss,NA,FALSE,2,NA,250644,12,NA,NA,TRUE
448,1,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,NA,S,Seward,Mr,NA,FALSE,14,NA,113794,14,NA,NA,TRUE
449,1,3,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,19.2583,NA,C,Baclini,Miss,NA,FALSE,2,NA,2666,12,NA,NA,TRUE
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,Peuchen,Major,NA,FALSE,19,NA,113786,15,C,1,FALSE
451,0,2,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,NA,S,West,Mr,NA,FALSE,15,CA,34651,15,NA,NA,TRUE
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,NA,1,0,65303,19.9667,NA,S,Hagland,Mr,NA,FALSE,NA,NA,65303,12,NA,NA,TRUE
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,27.75,C111,C,Foreman,Mr,NA,FALSE,12,NA,113051,15,C,1,FALSE
454,1,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89.1042,C92,C,Goldenberg,Mr,NA,FALSE,18,NA,17453,19,C,1,FALSE
455,0,3,"Peduzzi, Mr. Joseph",male,NA,0,0,A/5 2817,8.05,NA,S,Peduzzi,Mr,NA,FALSE,NA,A/5,2817,7,NA,NA,TRUE
456,1,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,NA,C,Jalsevac,Mr,NA,FALSE,11,NA,349240,5,NA,NA,TRUE
457,0,1,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,E38,S,Millet,Mr,NA,FALSE,20,NA,13509,14,E,1,FALSE
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,NA,1,0,17464,51.8625,D21,S,Kenyon,Mrs,Marion,TRUE,NA,NA,17464,17,D,1,FALSE
459,1,2,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,NA,S,Toomey,Miss,NA,FALSE,19,FCC,13531,9,NA,NA,TRUE
460,0,3,"O'Connor, Mr. Maurice",male,NA,0,0,371060,7.75,NA,Q,O'Connor,Mr,NA,FALSE,NA,NA,371060,4,NA,NA,TRUE
461,1,1,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,S,Anderson,Mr,NA,FALSE,18,NA,19952,14,E,1,FALSE
462,0,3,"Morley, Mr. William",male,34,0,0,364506,8.05,NA,S,Morley,Mr,NA,FALSE,14,NA,364506,7,NA,NA,TRUE
463,0,1,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,E63,S,Gee,Mr,NA,FALSE,18,NA,111320,16,E,1,FALSE
464,0,2,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,NA,S,Milling,Mr,NA,FALSE,18,NA,234360,10,NA,NA,TRUE
465,0,3,"Maisner, Mr. Simon",male,NA,0,0,A/S 2816,8.05,NA,S,Maisner,Mr,NA,FALSE,NA,A/S,2816,7,NA,NA,TRUE
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,7.05,NA,S,Goncalves,Mr,NA,FALSE,16,SOTON/OQ,3101306,1,NA,NA,TRUE
467,0,2,"Campbell, Mr. William",male,NA,0,0,239853,0,NA,S,Campbell,Mr,NA,FALSE,NA,NA,239853,1,NA,NA,TRUE
468,0,1,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,NA,S,Smart,Mr,NA,FALSE,20,NA,113792,14,NA,NA,TRUE
469,0,3,"Scanlan, Mr. James",male,NA,0,0,36209,7.725,NA,Q,Scanlan,Mr,NA,FALSE,NA,NA,36209,3,NA,NA,TRUE
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,NA,C,Baclini,Miss,NA,FALSE,1,NA,2666,12,NA,NA,TRUE
471,0,3,"Keefe, Mr. Arthur",male,NA,0,0,323592,7.25,NA,S,Keefe,Mr,NA,FALSE,NA,NA,323592,2,NA,NA,TRUE
472,0,3,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,NA,S,Cacic,Mr,NA,FALSE,16,NA,315089,7,NA,NA,TRUE
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,NA,S,West,Mrs,Ada Mary Worth,TRUE,13,CA,34651,15,NA,NA,TRUE
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,D,C,Jerwan,Mrs,Marie Marthe Thuillard,TRUE,7,SC/AH Basle,541,10,D,0,FALSE
475,0,3,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,9.8375,NA,S,Strandberg,Miss,NA,FALSE,7,NA,7553,8,NA,NA,TRUE
476,0,1,"Clifford, Mr. George Quincy",male,NA,0,0,110465,52,A14,S,Clifford,Mr,NA,FALSE,NA,NA,110465,17,A,1,FALSE
477,0,2,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,NA,S,Renouf,Mr,NA,FALSE,14,NA,31027,12,NA,NA,TRUE
478,0,3,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,NA,S,Braund,Mr,NA,FALSE,11,NA,3460,1,NA,NA,TRUE
479,0,3,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,NA,S,Karlsson,Mr,NA,FALSE,7,NA,350060,2,NA,NA,TRUE
